time,open,high,low,close
2018-01-02 00:00:00+00:00,1.35053,1.3525800000000001,1.34882,1.35123
2018-01-02 04:00:00+00:00,1.35132,1.35224,1.35072,1.35224
2018-01-02 08:00:00+00:00,1.35193,1.35663,1.35174,1.3548499999999999
2018-01-02 12:00:00+00:00,1.35484,1.35678,1.35395,1.35571
2018-01-02 16:00:00+00:00,1.35571,1.36001,1.35422,1.35839
2018-01-02 20:00:00+00:00,1.35839,1.36003,1.35816,1.35898
2018-01-03 00:00:00+00:00,1.35872,1.36052,1.35853,1.36026
2018-01-03 04:00:00+00:00,1.36026,1.36074,1.35884,1.36055
2018-01-03 08:00:00+00:00,1.36056,1.3612600000000001,1.35822,1.35856
2018-01-03 12:00:00+00:00,1.35856,1.35926,1.3554,1.35615
2018-01-03 16:00:00+00:00,1.35615,1.35623,1.34936,1.3526099999999999
2018-01-03 20:00:00+00:00,1.3526,1.35262,1.35027,1.35129
2018-01-04 00:00:00+00:00,1.35129,1.35157,1.35053,1.3511199999999999
2018-01-04 04:00:00+00:00,1.3511199999999999,1.35232,1.35111,1.35162
2018-01-04 08:00:00+00:00,1.35162,1.35501,1.35152,1.3544399999999999
2018-01-04 12:00:00+00:00,1.3544399999999999,1.3559700000000001,1.35328,1.35344
2018-01-04 16:00:00+00:00,1.35345,1.35583,1.3531,1.35461
2018-01-04 20:00:00+00:00,1.35462,1.35559,1.35373,1.35497
2018-01-05 00:00:00+00:00,1.35501,1.35664,1.3545099999999999,1.35561
2018-01-05 04:00:00+00:00,1.3556,1.35733,1.35553,1.35698
2018-01-05 08:00:00+00:00,1.357,1.35768,1.3523100000000001,1.35302
2018-01-05 12:00:00+00:00,1.35301,1.35823,1.35266,1.35653
2018-01-05 16:00:00+00:00,1.35654,1.357,1.35428,1.35639
2018-01-05 20:00:00+00:00,1.3564,1.3572899999999999,1.35608,1.35728
2018-01-08 00:00:00+00:00,1.35691,1.35854,1.35493,1.3578999999999999
2018-01-08 04:00:00+00:00,1.35789,1.35839,1.35521,1.3556
2018-01-08 08:00:00+00:00,1.35559,1.35589,1.35255,1.35275
2018-01-08 12:00:00+00:00,1.35275,1.3554,1.35228,1.35427
2018-01-08 16:00:00+00:00,1.35425,1.35853,1.354,1.35588
2018-01-08 20:00:00+00:00,1.35589,1.35683,1.35571,1.3566099999999999
2018-01-09 00:00:00+00:00,1.35675,1.35721,1.3557299999999999,1.35702
2018-01-09 04:00:00+00:00,1.35702,1.35821,1.357,1.35743
2018-01-09 08:00:00+00:00,1.35744,1.35757,1.35134,1.3529900000000001
2018-01-09 12:00:00+00:00,1.35294,1.35415,1.3511199999999999,1.35168
2018-01-09 16:00:00+00:00,1.35168,1.35327,1.35055,1.35266
2018-01-09 20:00:00+00:00,1.3526500000000001,1.35415,1.3520699999999999,1.35405
2018-01-10 00:00:00+00:00,1.354,1.35419,1.35257,1.35357
2018-01-10 04:00:00+00:00,1.3535599999999999,1.35381,1.35165,1.35184
2018-01-10 08:00:00+00:00,1.35183,1.35316,1.34931,1.34982
2018-01-10 12:00:00+00:00,1.34981,1.35622,1.34816,1.35256
2018-01-10 16:00:00+00:00,1.3526099999999999,1.35398,1.3505,1.3516599999999999
2018-01-10 20:00:00+00:00,1.3516599999999999,1.35213,1.3504,1.35059
2018-01-11 00:00:00+00:00,1.35059,1.35168,1.3501400000000001,1.35127
2018-01-11 04:00:00+00:00,1.35127,1.35159,1.3485,1.35001
2018-01-11 08:00:00+00:00,1.35002,1.35002,1.3473,1.3486799999999999
2018-01-11 12:00:00+00:00,1.34867,1.35254,1.34579,1.35245
2018-01-11 16:00:00+00:00,1.35245,1.35545,1.35223,1.3544399999999999
2018-01-11 20:00:00+00:00,1.35445,1.3550900000000001,1.3529200000000001,1.35357
2018-01-12 00:00:00+00:00,1.35357,1.35645,1.3531900000000001,1.35464
2018-01-12 04:00:00+00:00,1.35463,1.35511,1.35397,1.35428
2018-01-12 08:00:00+00:00,1.35429,1.36206,1.35374,1.3611900000000001
2018-01-12 12:00:00+00:00,1.3611900000000001,1.36925,1.36086,1.36566
2018-01-12 16:00:00+00:00,1.36566,1.37,1.36447,1.36914
2018-01-12 20:00:00+00:00,1.36914,1.37438,1.36901,1.37252
2018-01-15 00:00:00+00:00,1.37267,1.37494,1.37236,1.37414
2018-01-15 04:00:00+00:00,1.37414,1.37553,1.3731200000000001,1.37474
