t,tick_count,spread_mean,spread_max,hf_realized_vol,tick_imbalance
2025-07-15 12:00:00+00:00,1510,0.00012478145695363652,0.000140000000000029,0.00044844522412641085,-0.05023442732752847
2025-07-15 13:00:00+00:00,2953,0.0001252488994243112,0.00017000000000000348,0.0006171285158696498,-0.04578313253012048
2025-07-15 14:00:00+00:00,3633,0.00012441233140655225,0.000140000000000029,0.0007224983865082204,-0.017817371937639197
2025-07-15 15:00:00+00:00,6482,0.0001272693613082403,0.0010499999999999954,0.0023633064499160097,-0.023009950248756218
2025-07-15 16:00:00+00:00,7869,0.00012451391536408556,0.000140000000000029,0.0014653656957216074,-0.030692179273147553
2025-07-15 17:00:00+00:00,7818,0.0001248273215656143,0.000140000000000029,0.0014195544499631993,-0.015214027849406911
2025-07-15 18:00:00+00:00,5906,0.0001247494073823188,0.000140000000000029,0.001007030594633855,-0.059045011124422384
2025-07-15 19:00:00+00:00,4672,0.0001251669520547971,0.000140000000000029,0.0008890929585714684,-0.0508768131630223
2025-07-15 20:00:00+00:00,3090,0.0001250097087378686,0.00016000000000016001,0.0006601387769998601,0.005917159763313609
2025-07-15 21:00:00+00:00,2217,0.00012484438430310682,0.000140000000000029,0.0005529914448071227,-0.01652892561983471
2025-07-15 22:00:00+00:00,240,0.00012433333333332816,0.0003900000000001125,0.00044700039263339647,-0.06666666666666667
2025-07-15 23:00:00+00:00,243,0.00013485596707818093,0.000520000000000076,0.0004550698222046686,-0.008849557522123894
2025-07-16 00:00:00+00:00,431,0.0004606032482598423,0.0008799999999999919,0.0007842974594813479,0.007263922518159807
2025-07-16 01:00:00+00:00,1105,0.0001395746606334985,0.00043999999999999595,0.00036691603911500524,0.04281636536631779
2025-07-16 02:00:00+00:00,1303,0.0001291250959324777,0.00019999999999997797,0.00039166143743778154,0.023293172690763052
2025-07-16 03:00:00+00:00,2642,0.0001274791824375458,0.000180000000000069,0.0006035495518587269,0.026254826254826256
2025-07-16 04:00:00+00:00,2788,0.00012625538020086374,0.000180000000000069,0.0005245185695017374,0.02313624678663239
2025-07-16 05:00:00+00:00,2115,0.00012678014184396377,0.00017999999999984695,0.00042591877246878486,-0.014563106796116505
2025-07-16 06:00:00+00:00,1931,0.00012582599689279472,0.000180000000000069,0.00045398355223835393,-0.0005299417064122947
2025-07-16 07:00:00+00:00,1854,0.00012663430420712727,0.0001900000000001345,0.0004275808813261634,-0.004434589800443459
2025-07-16 08:00:00+00:00,2542,0.00012507081038551493,0.00015999999999993797,0.000478809035051731,-0.012135922330097087
2025-07-16 09:00:00+00:00,4178,0.00012564145524174026,0.00017000000000000348,0.0007211297849736757,-0.009459131700218287
2025-07-16 10:00:00+00:00,4340,0.0001254815668202678,0.000140000000000029,0.0007505645384041919,0.008430913348946136
2025-07-16 11:00:00+00:00,3760,0.00012496808510639073,0.00015999999999993797,0.0007042628573445236,-0.02726045883940621
2025-07-16 12:00:00+00:00,3508,0.0001251026225769708,0.000140000000000029,0.0006843574060620623,-0.001735106998264893
2025-07-16 13:00:00+00:00,2968,0.0001250842318059164,0.00017000000000000348,0.0005500852376129878,0.021012745435756115
