lang,repo,path,chars,fams,n_fam,external,ml,stoploss,timeframe,has_roi
freqtrade,PeetCrypto/freqtrade-stuff,CombinedBinHAndClucV7.py,16156,atr|bbands|mfi,3,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CombinedBinHAndClucV8.py,23831,atr|bbands|mfi,3,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CombinedBinHAndClucV8Hyper.py,21408,atr|bbands|mfi,3,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CombinedBinHAndClucV8XH.py,23737,atr|bbands|mfi,3,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CombinedBinHClucAndMADV3.py,8682,bbands|macd,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CombinedBinHClucAndMADV6.py,13559,atr|bbands|macd,3,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CombinedBinHClucAndMADV9.py,20540,atr|bbands|macd,3,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,Combined_NFIv6_SMA.py,193309,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,Combined_NFIv7_SMA (1).py,221631,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,Combined_NFIv7_SMA.py,221630,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CrossEMAStrategy.py,7825,stoch,1,False,False,-0.99,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,CryptoFrog.py,24744,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-0.085,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CryptoFrogHO.py,25401,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-0.13,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CryptoFrogHO2.py,25376,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-0.13,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CryptoFrogHO2A.py,25377,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-0.13,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CryptoFrogHO3A1.py,25453,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-0.299,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CryptoFrogHO3A2.py,25451,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-0.239,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CryptoFrogHO3A3.py,25450,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-0.299,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CryptoFrogHO3A4.py,25449,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-0.299,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CryptoFrogNFI.py,210328,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-0.299,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CryptoFrogNFI2.py,87404,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-0.299,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CryptoFrogNFIHO1A.py,236623,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-0.299,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,CryptoFrogOffset.py,168296,adx|atr|bbands|heikin|macd|mfi|psar|stoch,8,True,False,-0.085,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,DIV_v1.py,4047,,0,False,False,-0.15,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,DevilStra.py,26616,bbands|cci|macd|obv|stoch|williams,6,False,False,-0.28,4h,True
freqtrade,PeetCrypto/freqtrade-stuff,Dimond.py,5123,,0,False,False,-0.241,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,Divergences.py,15834,adx|bbands|cci|heikin|keltner|macd|mfi|psar|stoch,9,True,False,-0.1,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,DoesNothingStrategy.py,1148,,0,False,False,-0.25,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,Dracula.py,10350,bbands|ema,2,False,False,-0.2,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,Dyna_opti.py,20797,atr|bbands,2,True,False,-0.28819,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,EMASkipPump.py,2985,bbands,1,False,False,-0.05,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,EMAVolume.py,2364,,0,False,False,-0.2,,True
freqtrade,PeetCrypto/freqtrade-stuff,ElliotV7.py,8611,bbands|ema|macd,3,False,False,-0.32,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,ElliotV8.py,6548,ema,1,False,False,-0.32,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,ElliotV8_original_ichiv3.py,7891,ema,1,False,False,-0.2,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,EnsembleStrategy.py,6309,ichimoku|macd,2,False,False,-0.99,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,EnsembleStrategyV1.py,7617,,0,False,False,-0.203,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,EnsembleStrategyV2.py,5187,,0,False,False,-0.148,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,Example_Strat_With_FileLogging.py,3987,ichimoku,1,False,False,-0.2,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,FRAYSTRAT (1).py,18086,adx|bbands|cci|heikin|keltner|macd|mfi|psar|stoch,9,True,False,-0.1,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,FRAYSTRAT-BTCUSDT-1H.py,18301,adx|bbands|cci|heikin|keltner|macd|mfi|psar|stoch,9,True,False,-0.229,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,FiveMinCrossAbove.py,3851,bbands,1,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,FixedRiskRewardLoss.py,4891,atr|psar,2,False,False,-0.9,,False
freqtrade,PeetCrypto/freqtrade-stuff,FrayLIVEBTC15m.py,17654,adx|bbands|heikin|macd|mfi|psar|stoch,7,True,False,-0.346,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,FrayNew-HyperOpt (1).py,16660,adx|bbands|heikin|macd|mfi|psar|stoch,7,True,False,-0.29,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,FrostAuraM115mStrategy.py,3918,bbands|macd|psar,3,False,False,-0.34316,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,FrostAuraM11hStrategy.py,3952,bbands|macd|psar,3,False,False,-0.40618,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,FrostAuraM21hStrategy.py,3296,macd|psar|stoch,3,False,False,-0.44897,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,FrostAuraM315mStrategy.py,4564,bbands|macd|psar|stoch,4,False,False,-0.41114,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,FrostAuraM31hStrategy.py,4610,bbands|macd|psar|stoch,4,False,False,-0.44439,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,GodStra.py,25442,adx|bbands|cci|macd|mfi|obv|psar|stoch|williams,9,False,False,-1.0,4h,False
freqtrade,PeetCrypto/freqtrade-stuff,GodStraNew.py,6746,ichimoku,1,False,False,-0.34549,12h,True
freqtrade,PeetCrypto/freqtrade-stuff,GodStraNew40.py,26784,adx|bbands|cci|macd|mfi|obv|psar|stoch|williams,9,False,False,-1.0,4h,False
freqtrade,PeetCrypto/freqtrade-stuff,GodStraNew_SMAonly.py,26715,adx|bbands|cci|macd|mfi|obv|psar|stoch|williams,9,False,False,-1.0,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,GymStrategy.py,12561,adx|bbands|cci|heikin|keltner|macd|mfi|psar|stoch,9,True,False,-0.2,,False
freqtrade,PeetCrypto/freqtrade-stuff,HLHB.py,3798,adx,1,False,False,-0.3211,4h,True
freqtrade,PeetCrypto/freqtrade-stuff,HansenSmaOffsetV1.py,2548,,0,False,False,-99.0,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,Heracles.py,3867,donchian|keltner,2,False,False,-0.256,4h,True
freqtrade,PeetCrypto/freqtrade-stuff,HourBasedStrategy.py,4280,,0,False,False,-0.292,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,HyperStra_GSN_SMAOnly.py,15506,,0,False,False,-0.05,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,HyperStra_SMAOnly.py,15503,,0,False,False,-0.05,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,Ichess.py,12916,heikin|ichimoku,2,False,False,-0.314,1d,True
freqtrade,PeetCrypto/freqtrade-stuff,Ichimoku.py,2269,ichimoku,1,False,False,-0.1,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,IchimokuStrategy.py,2523,ichimoku,1,False,False,-0.1,,True
freqtrade,PeetCrypto/freqtrade-stuff,Ichimoku_SenkouSpanCross.py,2541,ichimoku,1,False,False,-0.99,,True
freqtrade,PeetCrypto/freqtrade-stuff,Ichimoku_v12.py,2592,ichimoku,1,False,False,-1.0,,True
freqtrade,PeetCrypto/freqtrade-stuff,Ichimoku_v30_DojiStar.py,2523,ichimoku,1,False,False,-1.0,,True
freqtrade,PeetCrypto/freqtrade-stuff,Ichimoku_v31_Heikin.py,3757,heikin|ichimoku,2,False,False,-0.99,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,Ichimoku_v32_HeikinAshi.py,2924,heikin|ichimoku,2,False,False,-1.0,,True
freqtrade,PeetCrypto/freqtrade-stuff,Ichimoku_v33_SAR.py,2745,ichimoku|psar,2,False,False,-1.0,,True
freqtrade,PeetCrypto/freqtrade-stuff,Ichimoku_v35_SAR_1d.py,4709,ichimoku|psar|stoch,3,False,False,-1.0,,True
freqtrade,PeetCrypto/freqtrade-stuff,Ichimoku_v37_HeikinAshi.py,4156,heikin|ichimoku,2,False,False,-0.99,4h,True
freqtrade,PeetCrypto/freqtrade-stuff,IchisV1.py,9394,atr|heikin|ichimoku,3,False,False,-0.275,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,InformativeSample (1).py,4713,sma,1,False,False,-0.1,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,Inverse.py,10653,adx|atr|cci|mfi|stoch,5,False,False,-0.2,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,InverseV2.py,11756,adx|atr|cci|mfi|stoch,5,False,False,-0.2,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,JustROCR.py,842,,0,False,False,-0.2,,True
freqtrade,PeetCrypto/freqtrade-stuff,JustROCR2.py,843,,0,False,False,-0.01,,True
freqtrade,PeetCrypto/freqtrade-stuff,JustROCR3.py,843,,0,False,False,-0.01,,True
freqtrade,PeetCrypto/freqtrade-stuff,JustROCR4.py,1179,,0,False,False,-0.15,,True
freqtrade,PeetCrypto/freqtrade-stuff,JustROCR5.py,957,,0,False,False,-0.01,,True
freqtrade,PeetCrypto/freqtrade-stuff,JustROCR6.py,1537,,0,False,False,-0.01,,True
freqtrade,PeetCrypto/freqtrade-stuff,KAMACCIRSI.py,7648,cci,1,False,False,-0.32982,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,LongShortRangeTradingMachetesV1-1.py,28593,atr|cci,2,True,False,-0.1,1m,True
freqtrade,PeetCrypto/freqtrade-stuff,Low_BB.py,3607,bbands|cci|macd|mfi,4,False,False,-0.015,1m,True
freqtrade,PeetCrypto/freqtrade-stuff,LuxOSC.py,7354,atr|supertrend,2,False,False,-0.99,5m,False
freqtrade,PeetCrypto/freqtrade-stuff,MAC.py,6485,macd,1,False,False,-0.15,1d,True
freqtrade,PeetCrypto/freqtrade-stuff,MACD.py,14358,atr|bbands|macd,3,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MACDCCI.py,2551,cci|macd,2,False,False,-0.3,,True
freqtrade,PeetCrypto/freqtrade-stuff,MACDRSI200.py,1979,macd,1,False,False,-0.04032,,True
freqtrade,PeetCrypto/freqtrade-stuff,MACDStrategy.py,2257,cci|macd,2,False,False,-0.3,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MACDStrategy_crossed.py,2300,cci|macd,2,False,False,-0.3,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MACD_EMA.py,2029,macd,1,False,False,-0.25,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MACD_TRIPLE_MA.py,2664,macd,1,False,False,-0.03,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MACD_TRI_EMA.py,1733,macd,1,False,False,-0.03,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MADisplaceV3.py,8223,,0,False,False,-0.2,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MFI.py,1753,mfi,1,False,False,-0.1,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MabStra.py,4045,,0,False,False,-0.128,4h,True
freqtrade,PeetCrypto/freqtrade-stuff,Machete.py,16567,adx|atr|bbands|cci|heikin|keltner|macd|mfi|psar|stoch,10,True,False,-0.2,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MacheteV8b.py,39432,adx|atr|bbands|cci|heikin|ichimoku|macd|psar|stoch,9,True,False,-0.1,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,MacheteV8bRallimod.py,45074,adx|atr|bbands|cci|ema|heikin|ichimoku|macd|psar|stoch,10,True,False,-0.05,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,MacheteV8bRallimod2.py,25685,atr|bbands|ema|ichimoku,4,True,False,-0.05,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MarketChyperHyperStrategy.py,21699,adx|macd|sma,3,False,False,-0.12447,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,Martin.py,14614,adx|bbands|cci|heikin|keltner|macd|mfi|psar|stoch,9,True,False,-0.1,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,Miku_PP_v3.py,8196,fib|ichimoku|macd|pivot,4,False,False,-0.1,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MiniLambo (2).py,24557,bbands|ema,2,False,False,-0.1,1m,True
freqtrade,PeetCrypto/freqtrade-stuff,MinmaxF.py,3682,,0,False,False,-0.05,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,MoniGoManiHyperStrategy.py,12477,adx|bbands|macd|mfi|psar|stoch|vwap,7,False,False,,,False
freqtrade,PeetCrypto/freqtrade-stuff,MontrealStrategy.py,5455,bbands,1,False,False,-0.28646,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,MultiMA_TSL.py,39035,atr|ema|heikin,3,False,False,-0.15,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MultiMA_TSL3.py,36088,atr|ema|heikin,3,False,False,-0.15,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MultiMa.py,3100,,0,False,False,-0.1,4h,True
freqtrade,PeetCrypto/freqtrade-stuff,MultiOffsetLamboV0.py,6555,ema,1,False,False,-0.5,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MultiRSI.py,2308,,0,False,False,-0.05,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,MyStrategyNew10.py,11528,,0,False,False,-1.0,,True
freqtrade,PeetCrypto/freqtrade-stuff,NASOSv4.py,13127,bbands|ema,2,False,False,-0.15,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NASOSv5.py,13316,bbands|ema,2,False,False,-0.15,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NASOSv5_antipump.py,17531,bbands|ema|mfi,3,False,False,-0.15,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NASOSv5_mod1 (1).py,28803,bbands|ema,2,False,False,-0.3,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NASOSv5_mod1.py,28803,bbands|ema,2,False,False,-0.3,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NASOSv5_mod2 (1).py,28902,bbands|ema,2,False,False,-0.3,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NASOSv5_mod2.py,28902,bbands|ema,2,False,False,-0.3,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NASOSv5_mod3 (1).py,28895,bbands|ema,2,False,False,-0.3,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NASOSv5_mod3.py,28895,bbands|ema,2,False,False,-0.3,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFI46.py,88832,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFI46Frog.py,103867,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-1.0,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFI46FrogZ.py,100884,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFI46Offset.py,90063,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFI46OffsetHOA1 (1).py,99344,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFI46OffsetHOA1.py,99344,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFI46Z (1).py,112009,bbands|macd|mfi,3,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFI46Z.py,112009,bbands|macd|mfi,3,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFI4Frog.py,69188,adx|atr|bbands|heikin|mfi|psar|stoch,7,True,False,-1.0,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFI5MOHO.py,43861,bbands|mfi,2,False,False,-0.1,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFI5MOHO_WIP.py,65758,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFI731 BUSD.py,364326,atr|bbands|ema|heikin|mfi|rsi|stoch|williams,8,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFI731_BUSD.py,364326,atr|bbands|ema|heikin|mfi|rsi|stoch|williams,8,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFIXMod1.3_TraNz (3).py,711690,adx|atr|bbands|cci|fib|heikin|ichimoku|mfi|pivot|rsi|stoch|williams,12,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFIXMod1.3_TraNz (4).py,711690,adx|atr|bbands|cci|fib|heikin|ichimoku|mfi|pivot|rsi|stoch|williams,12,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFIX_BB_RPB.py,655385,atr|bbands|cci|fib|heikin|ichimoku|mfi|pivot|rsi|stoch|williams,11,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NFi-772-KC.py,198273,atr|bbands|cci|ema|heikin|ichimoku|mfi|rsi|stoch|williams,10,False,False,-0.33,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NfiNextModded.py,270826,atr|bbands|cci|ema|fib|heikin|ichimoku|mfi|pivot|rsi|sma|stoch|williams,13,False,False,-0.5,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NoLost.py,1300,,0,False,False,-0.0,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,NormalizerStrategyHO2 (1).py,4764,,0,False,False,-0.99,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,NormalizerStrategyHO2 (2).py,4764,,0,False,False,-0.99,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,NormalizerStrategyHO2.py,4764,,0,False,False,-0.99,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,Nostalgia.py,286921,bbands|ema|mfi|stoch|williams,5,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityNext.py,317873,atr|bbands|cci|ema|fib|heikin|ichimoku|mfi|pivot|rsi|sma|stoch|williams,13,False,False,-0.5,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityNext7_15_5.py,318411,atr|bbands|cci|ema|fib|heikin|ichimoku|mfi|pivot|rsi|sma|stoch|williams,13,False,False,-0.5,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityNextGen.py,316749,bbands|cci|ema|fib|heikin|ichimoku|mfi|pivot|rsi|williams,10,False,False,-0.5,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityNext_772SLMod.py,199451,atr|bbands|cci|ema|heikin|ichimoku|mfi|rsi|stoch|williams,10,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityNext_ChangeToTower_V5_2.py,236937,atr|bbands|cci|ema|heikin|ichimoku|mfi|rsi|stoch|williams,10,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityNext_ChangeToTower_V5_3.py,237173,atr|bbands|cci|ema|heikin|ichimoku|mfi|rsi|stoch|williams,10,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityNext_ChangeToTower_V6.py,239431,atr|bbands|cci|ema|heikin|ichimoku|mfi|rsi|stoch|williams,10,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV1.py,10388,atr|bbands,2,False,False,-0.36,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV2.py,12326,atr|bbands,2,False,False,-1.0,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV3.py,33922,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV4.py,49931,bbands|mfi,2,False,False,-1.0,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV4HO (1).py,53746,bbands|mfi,2,False,False,-1.0,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV4HO.py,53746,bbands|mfi,2,False,False,-1.0,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV5.py,60642,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV5MultiOffsetAndHO.py,65389,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV5MultiOffsetAndHO2 (1).py,65395,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV5MultiOffsetAndHO2.py,65395,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV6.py,190622,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV7.py,219227,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV7_SMA.py,221639,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV7_SMAv2 (2).py,224243,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV7_SMAv2_1 (1).py,224246,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV7_SMAv2_1 (2).py,224246,bbands|mfi,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityX.py,630313,atr|bbands|cci|fib|heikin|ichimoku|mfi|pivot|rsi|williams,10,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityXw (1).py,961543,adx|atr|bbands|cci|fib|heikin|ichimoku|mfi|pivot|rsi|sma|stoch|williams,13,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityXw (2).py,646479,atr|bbands|cci|fib|heikin|ichimoku|mfi|pivot|rsi|stoch|williams,11,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NotAnotherSMAOffSetStrategy_V2.py,9690,ema,1,False,False,-0.35,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NotAnotherSMAOffsetStrategy.py,7900,ema,1,False,False,-0.35,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NotAnotherSMAOffsetStrategyHOv3_b.py,10053,ema,1,False,False,-0.3,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NotAnotherSMAOffsetStrategyLite.py,3386,ema,1,False,False,-0.1,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NotAnotherSMAOffsetStrategyModHO.py,11078,adx|ema,2,False,False,-0.32,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NotAnotherSMAOffsetStrategyX1.py,10749,ema,1,False,False,-0.35,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NotAnotherSMAOffsetStrategy_uzi.py,6626,ema,1,False,False,-0.07,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NotAnotherSMAOffsetStrategy_uzi3.py,11805,bbands|ema,2,False,False,-0.1,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NowoIchimoku1hV1 (1).py,6907,bbands|ichimoku|stoch,3,False,False,-0.08,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,NowoIchimoku1hV1.py,6907,bbands|ichimoku|stoch,3,False,False,-0.08,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,NowoIchimoku1hV2 (1).py,8215,bbands|ichimoku|stoch,3,False,False,-0.345,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,NowoIchimoku1hV2.py,8215,bbands|ichimoku|stoch,3,False,False,-0.345,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,NowoIchimoku5mV2 (1).py,11846,bbands|ichimoku|stoch,3,False,False,-0.293,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,NowoIchimoku5mV2.py,11846,bbands|ichimoku|stoch,3,False,False,-0.293,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,ObeliskIM_v1_1.py,5950,ichimoku,1,True,False,-0.04,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,ObeliskRSI_v6_1.py,5543,,0,True,False,-0.3,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,Obelisk_3EMA_StochRSI_ATR.py,7970,atr|stoch,2,False,False,-0.99,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,Obelisk_Ichimoku_Slow_v1_3.py,11065,atr|ema|ichimoku,3,False,False,-0.99,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,Obelisk_Ichimoku_ZEMA_v1.py,12138,atr|ichimoku,2,False,False,-0.294,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,Obelisk_TradePro_Ichi_v1_1.py,11045,ichimoku,1,True,False,-0.015,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,Obelisk_TradePro_Ichi_v2_1.py,7306,atr|ichimoku,2,True,False,-0.075,1h,True
freqtrade,PeetCrypto/freqtrade-stuff,PRICEFOLLOWING (1).py,9990,adx|heikin|macd|psar|stoch,5,True,False,-0.1,5m,True
freqtrade,PeetCrypto/freqtrade-stuff,PRICEFOLLOWING2 (1).py,9987,adx|heikin|macd|psar|stoch,5,True,False,-0.1,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,PRICEFOLLOWINGX (1).py,11898,adx|bbands|heikin|macd|psar|stoch,6,True,False,-0.5,15m,True
freqtrade,PeetCrypto/freqtrade-stuff,Persia.py,213329,,0,False,False,-0.19,5m,True
